"2009","ME","Distribuição de carga flexível e dinâmica para provedores de web services","Jonathan de Matos","Paulo Sergio Lopes de Souza","4/16/2009",0814029669585098
"2009","DO","Teste estrutural de integração de programas orientados a aspectos: uma abordagem baseada em conjuntos de junção para AspectJ","Otávio Augusto Lazzarini Lemos","Paulo Cesar Masiero","4/15/2009",8869840348353359
"2009","ME","Teste de programas concorrentes com memória compartilhada","Felipe Santos Sarmanho","Paulo Sergio Lopes de Souza","4/13/2009",8238104795721281
"2009","DO","Programação de rotação de culturas - modelos e métodos de solução","Lana Mara Rodrigues dos Santos","Marcos Nereu Arenales","4/8/2009",4115878011091305
"2009","ME","Superfícies de pontos dinâmicas","Anderson Luis Nakano","Gustavo Carlos Buscaglia","4/2/2009",5835664361839261
"2009","ME","JUMP: uma política de escalonamento unificada com migração de processos","Juliano Ferraz Ravasi","Marcos José Santana","4/2/2009",9528098851219058
"2009","ME","Ajuste de parâmetros de técnicas de classificação por algoritmos bioinspirados","André Luís Debiaso Rossi","André Carlos Ponce de Leon Ferreira de Carvalho","4/1/2009",5604829226181486
"2009","DO","Uma contribuição para a minimização do número de stubs no teste de integração de programas orientados a aspectos","Reginaldo Ré","Paulo Cesar Masiero","3/31/2009",5545891505433768
"2009","ME","Avaliação de métodos não-supervisionados de seleção de atributos para mineração de textos","Bruno Magalhães Nogueira","Solange Oliveira Rezende","3/27/2009",0544106600515308
"2009","ME","Otimização de desempenho de aerofólios supercríticos: uma abordagem baseada em algoritmos genéticos","Rafael Gigena Cuenca","Leandro Franco de Souza","3/26/2009",8631251523758804
"2009","ME","ChipCflow - uma ferramenta para execução de algoritmos utilizando o modelo a fluxo de dados dinâmico em hardware reconfigurável - operadores e grafos a fluxo de dados","Vasco Martins Corrêia","Jorge Luiz e Silva","3/25/2009",9322040215485539
"2009","DO","Redes com dinâmica espaço-temporal e aplicações computacionais","Marcos Gonçalves Quiles","Roseli Aparecida Francelin Romero","3/24/2009",8867164774240536
"2009","ME","Processamento de consultas por similaridade em imagens médicas visando à recuperação perceptual guiada pelo usuário","Marcelo Ponciano da Silva","Agma Juci Machado Traina","3/19/2009",7356186385686260
"2009","ME","Desenvolvimento e teste de esquemas "upwind" de alta resolução e suas  aplicações em escoamentos  incompressíveis com superfícies livres","Rafael Alves Bonfim de Queiroz","Valdemir Garcia Ferreira","3/18/2009",8602778120667424
"2009","ME","Um algoritmo evolutivo para o problema de dimensionamento de lotes em fundições de mercado","Victor Claudio Bento de Camargo","Franklina Maria Bragion de Toledo","3/16/2009",9844223635046284
"2009","ME","Aprendizado por reforço relacional para o controle de robôs sociáveis","Renato Ramos da Silva","Roseli Aparecida Francelin Romero","3/10/2009",2621431639621884
"2009","ME","Técnicas computacionais para a implementação eficiente e estável de métodos tipo simplex","Pedro Augusto Munari Junior","Marcos Nereu Arenales","3/6/2009",1328868140869976
"2009","ME","Algoritmo kNN para previsão de dados temporais: funções de previsão e critérios de seleção de vizinhos próximos aplicados a variáveis ambientais em limnologia.","Carlos Andrés Ferrero","Maria Carolina Monard","3/4/2009",9375515251716708
"2009","ME","Geração de colunas para problemas de corte em duas fases","Aline Aparecida de Souza Leão","Marcos Nereu Arenales","3/2/2009",7088504548320363
"2009","DO","Solução numérica de equações integro-diferenciais singulares","André Nagamine","José Alberto Cuminato","2/27/2009",5173597212437279
"2009","DO","Um esquema "upwind" para leis de conservação e sua aplicação na simulação de escoamentos incompressíveis 2D e 3D laminares e turbulentos com superfícies livres","Fernando Akira Kurokawa","Valdemir Garcia Ferreira","2/26/2009",5760044087782428
"2009","ME","Diretrizes para desenvolvimento de linhas de produtos de software com base em <i>Domain-Driven Design</i> e métodos ágeis","Otávio Augusto Cardoso Macedo","Rosana Teresinha Vaccare Braga","2/20/2009",7591897724298174
"2009","ME","Intereação com Wikis por meio de mensageiros instantâneos","Rafael Pereira dos Santos","Renata Pontin de Mattos Fortes","2/19/2009",4377472397532322
"2009","ME","Design centrado no usuário de um ambiente de reunião instrumentado","Vivian Genaro Motti","Maria da Graça Campos Pimentel","2/18/2009",1616220229427019
"2009","DO","Otimização de processos acoplados: programação da produção e corte de estoque","Carla Taviane Lucke da Silva Ghidini","Marcos Nereu Arenales","1/15/2009",5757626568571248
"2008","DO","Desempenho em ambiente <i>web </i>considerando diferenciação de serviços <i>(QoS) </i>em <i>cache, </i>rede e servidor: modelagem e simulação","Iran Calixto Abrão","Marcos José Santana","12/18/2008",9420472583976417
"2008","DO","Suporte a sistemas de auxílio ao diagnóstico e de recuperação de imagens por conteúdo usando mineração de regras de associação","Marcela Xavier Ribeiro","Agma Juci Machado Traina","12/16/2008",0300141044144026
"2008","ME","Classificação e detecção de variações de comportamento: uma abordagem aplicada à identificação de perfis de usuários","Matheus Lorenzo dos Santos","Rodrigo Fernandes de Mello","12/12/2008",9654801540028862
"2008","ME","Políticas de atendimento para servidores Web com serviços diferenciados baseadas nas características das requsições","Ottone Alexandre Traldi","Marcos José Santana","12/12/2008",4653201315243012
"2008","ME","Extensões na política EBS - controle de admissão e redução da ordem de complexidade temporal  ","Rogerio Fernandes Tott","Francisco José Monaco","12/8/2008",1216235911760330
"2008","ME","Esteganografia em vídeos comprimidos MPEG-4","Diego Fiori de Carvalho","Rudinei Goularte","12/3/2008",4206553594571147
"2008","ME","Geração de aplicações para linhas de produtos orientadas a aspectos com apoio da ferramenta Captor-AO","Carlos Alberto de Freitas Pereira Júnior","Rosana Teresinha Vaccare Braga","11/19/2008",5554760296984590
"2008","DO","Arquitetura robótica inspirada na análise do comportamento","Cláudio Adriano Policastro","Roseli Aparecida Francelin Romero","10/24/2008",7242329759605773
"2008","ME","Identificação de espécies vegetais por meio da análise de textura foliar","Dalcimar Casanova","Odemir Martinez Bruno","10/24/2008",4155115530052195
"2008","DO","Simulação de escoamento de fluidos em superfícies definidas por pontos não organizados","Kémelli Campanharo Estacio","Luis Gustavo Nonato","10/24/2008",5153100844415438
"2008","DO","Relações entre ranking, análise ROC e calibração em aprendizado de máquina","Edson Takashi Matsubara","Maria Carolina Monard","10/21/2008",1842905075999080
"2008","DO","Mapeamento de dados multi-dimensionais - integrando mineração e visualização","Fernando Vieira Paulovich","Rosane Minghim","10/7/2008",4328003866597876
"2008","DO","Extração de conhecimento simbólico em técnicas de aprendizado de máquina caixa-preta por similaridade de rankings","Rodrigo Elias Bianchi","André Carlos Ponce de Leon Ferreira de Carvalho","9/26/2008",0952102997417350
"2008","DO","Sobre o uso da gramática de dependência extensível na geração de língua natural: questões de generalidade, instanciabilidade e complexidade","Jorge Marques Pelizzoni","Maria das Graças Volpe Nunes","8/29/2008",0909826174319128
"2008","ME","Investigação de alternativas para transmissão de áudio e vídeo na internet: avaliação dos algoritmos de seleção de componentes na arquitetura S-MOJOHON","Matheus Qualio Barbosa","Maria da Graça Campos Pimentel","8/25/2008",5801457764314120
"2008","ME","Geração de famílias de produtos de software com arquietura baseada em componentes.","Paula Marques Donegan","Paulo Cesar Masiero","8/8/2008",0250745609637969
"2008","DO","Análise e implementação de métodos implícitos e de projeção para escoamentos com superfície livre.","Cássio Machiaveli Oishi","José Alberto Cuminato","8/5/2008",8671745801940831
"2008","ME","Uma metodologia para exploração de regras de associação generalizadas integrando técnicas de visualização de informação com medidas de avaliação do conhecimento","Magaly Lika Fujimoto","Solange Oliveira Rezende","8/4/2008",4115172428090990
"2008","ME","Animação computacional de escoamento de fluidos utilizando o método SPH","Tiago Etiene Queiroz","Antonio Castelo Filho","7/28/2008",4336219938850643
"2008","ME","Avaliação de métodos ótimos e subótimos de seleção de características de texturas em imagens","Marco Aurelio Roncatti","João do Espírito Santo Batista Neto","7/10/2008",9941999984025974
"2008","ME","Triangulações regulares e aplicações","Fernando Bissi Pires","Luis Gustavo Nonato","6/27/2008",9470027886157282
"2008","ME","Políticas de escalonamento<i> memory-intensive</i> para aplicações distribuídas","Luís Cézar Darienzo Alves","Marcos José Santana","6/24/2008",7011488324115290
"2008","ME","Modelo de servidor web com quatro módulos de atendimento de requisições (SWMAR)","Geraldo Guiesi Junior","Regina Helena Carlucci Santana","5/30/2008",3377974387219334
"2008","ME","Abstração de eventos de sensores para dispositivos de interação","Felipe Silva Santos","Maria da Graça Campos Pimentel","5/26/2008",5333418289015002
"2008","ME","Avaliação de políticas de escalonamento para execução de simulações distribuídas","Osvaldo Adilson de Carvalho Junior","Regina Helena Carlucci Santana","5/26/2008",5591877111730773
"2008","DO","Dinâmica de partículas e aprendizado competitivo para detecção de comunidades em redes complexas","Ronaldo Luiz Alonso","Zhao Liang","5/19/2008",8264158628375283
"2008","ME","MidHPC: Um suporte para a execução transparente de aplicações em grids computacionais","José Augusto Andrade Filho","Rodrigo Fernandes de Mello","5/14/2008",5167675629028279
"2008","ME","Minimização de conjuntos de casos de teste para máquinas de estados finitos","Lúcio Felippe de Mello Neto","Adenilso da Silva Simão","5/9/2008",4525049344049544
"2008","DO","Minimos-quadrados e aproximação de superfície de pontos: novas perspectivas e aplicações","João Paulo Gois","Antonio Castelo Filho","5/8/2008",5931389474585838
"2008","ME","Um sistema híbrido inteligente para previsão de posição de átomos de hidrogênio em proteínas","Adauto Luiz Mancini","Roseli Aparecida Francelin Romero","4/29/2008",0181473449658059
"2008","ME","Metodologia para mapeamento de informações não estruturadas descritas em laudos médicos para uma representação atributo-valor","Daniel de Faveri Honorato","Maria Carolina Monard","4/29/2008",5620453570599109
